stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
COMMWCO2,2426.0,Commissioners at Western Counties Rd - #2426,,42.958514,-81.22334,,,,,,0
WELLCRE2,2428.0,Wellington Between Creston and Wilkins NB - #2428,,42.948492,-81.227842,,,,,,0
WESTMAL4,2436.0,Westmount Mall at Stop 4 - #2436,,42.947502,-81.291672,,,,,,0
WESTMAL5,2437.0,Westmount Mall at Stop 5 - #2437,,42.9473,-81.292217,,,,,,0
WESTMAL6,2438.0,Westmount Mall at Stop 6 - #2438,,42.947352,-81.291827,,,,,,0
PONDSCE2,2449.0,Pond Mills north of Scenic SB - #2449,,42.972444,-81.209591,,,,,,0
COMMBEA1,2461.0,Commissioners at Beachwood WB - #2461,,42.956137,-81.276837,,,,,,0
COMMBEA2,2462.0,Commissioners west of Beachwood EB - #2462,,42.955804,-81.278701,,,,,,0
COMMBEA3,2463.0,353 Commissioners - #2463,,42.955854,-81.279878,,,,,,0
COMMFOE1,2464.0,Commissioners at Forest Edge WB - #2464,,42.954813,-81.287851,,,,,,0
COMMFOE2,2465.0,Commissioners at Forest Edge EB - #2465,,42.954529,-81.288286,,,,,,0
COMMTOP1,2466.0,Commissioners at Topping Lane WB - #2466,,42.955326,-81.284038,,,,,,0
COMMTOP2,2467.0,Commissioners at Topping Lane EB - #2467,,42.955281,-81.283906,,,,,,0
ROXBCAS2,2488.0,Roxburgh at Castleton WB - #2488,,42.919576,-81.20377,,,,,,0
SISEGVA2,2490.0,Sise at Green Valley NS SB - #2490,,42.922103,-81.202517,,,,,,0
SISEWIG2,2492.0,Sise at Wilton Grove FS SB - #2492,,42.926519,-81.203194,,,,,,0
VICTWEST,2499.0,Victoria Hospital West Entrance NB - #2499,,42.958824,-81.228335,,,,,,0
2454MAIN,2504.0,Main at Bainard Street - #2504,,42.910348,-81.29678,,,,,,0
CAMPMARI,2506.0,Campbell at Marianna SB - #2506,,42.908825,-81.290361,,,,,,0
CAMPSUNR,2507.0,Campbell at Sunray SB - #2507,,42.906921,-81.289498,,,,,,0
COLTBROA,2508.0,Col Talbot at Broadway NB - #2508,,42.907747,-81.299135,,,,,,0
MAINCAMP,2518.0,Main at Campbell EB - #2518,,42.911671,-81.291879,,,,,,0
WHARCAMP,2522.0,Wharncliffe & Campbell - #2522,,42.912394,-81.290943,,,,,,0
WHARSAVO,2523.0,Wharncliffe at Savoy SB - #2523,,42.917457,-81.284838,,,,,,0
WONDBRA2,2525.0,Wonderland at Bradley FS NB - #2525,,42.932846,-81.279825,,,,,,0
WONDWHAR,2528.0,Wonderland at Wharncliffe NB - #2528,,42.924222,-81.277947,,,,,,0
SPRIWOND,2551.0,SPRINGBANK AT WONDERLAND - #2551,,42.963376,-81.293335,,,,,,0
NOTRBELM,2589.0,Notre Dame at Belmont NB - #2589,,42.945862,-81.26784,,,,,,0
NOTRNORT,2590.0,Notre Dame at Norton NB - #2590,,42.942767,-81.266955,,,,,,0
NOTRSDAL,2591.0,Notre Dame at Southdale NB - #2591,,42.940578,-81.266504,,,,,,0
NOTRVIS2,2592.0,Notre Dame at Viscount NB - #2592,,42.948463,-81.270496,,,,,,0
WHARLEGE,2593.0,Wharncliffe & Legendary FS SB - #2593,,42.937396,-81.261016,,,,,,0
WHARSOUT,2594.0,Wharncliffe & Southdale NS SB - #2594,,42.941215,-81.257979,,,,,,0
WHARWON2,2595.0,Wharncliffe & Morgan FS SB - #2595,,42.926969,-81.273561,,,,,,0
WONDPOWR,2596.0,Wonderland & Power Centre Driveway - #2596,,42.936613,-81.280747,,,,,,0
BRADMEDI,2597.0,Bradley Medical Centre - #2597,,42.934185,-81.229978,,,,,,0
JALNARC5,2598.0,Jalna south of Archer 2 SB - #2598,,42.925985,-81.229217,,,,,,0
BASECOTS,2605.0,Base Line at Cotswold WB - #2605,,42.958416,-81.27099,,,,,,0
WONDWHA2,2610.0,Wonderland & Wharncliffe FS 2 NB - #2610,,42.926019,-81.278341,,,,,,0
PARKMEHE,2616.0,Parkwood Hospital at Mental Health Building - #2616,,42.954056,-81.226738,,,,,,0
VISCDUN2,2633.0,Viscount at Dunsmoor EB - #2633,,42.944816,-81.298567,,,,,,0
FERNHAM1,2641.0,Ferndale at Hampstead EB - #2641,,42.94714,-81.247113,,,,,,0
FERNHAM2,2642.0,Ferndale at Hampstead WB - #2642,,42.947192,-81.247644,,,,,,0
FERNHOM1,2643.0,Ferndale at Homeview EB - #2643,,42.94692,-81.250697,,,,,,0
FERNVIN1,2645.0,Ferndale at Vincent WB - #2645,,42.946761,-81.243845,,,,,,0
HORTSPRI,2683.0,Horton at Springbank WB - #2683,,42.975348,-81.269979,,,,,,0
GRANRIDO,2684.0,Grand at Bellevue EB - #2684,,42.97138,-81.246221,,,,,,0
SPRIFORH,2688.0,Springbank at Forest Hill WB - #2688,,42.972636,-81.274765,,,,,,0
WELLHARL,2689.0,Wellington at Harlech Gt SB - #2689,,42.941826,-81.225455,,,,,,0
ADELDUFR,2690.0,Adelaide at Dufferin SB - #2690,,42.991425,-81.232891,,,,,,0
SUNRHOWA,2691.0,Sunray at Howard WB - #2691,,42.905571,-81.294421,,,,,,0
WESTTHO2,2702.0,Westminster at Thompson Rd SB - #2702,,42.967767,-81.224865,,,,,,0
SUNRCOLT,2703.0,Colonel Talbot at Sunray NB - #2703,,42.905244,-81.297939,,,,,,0
WONDFAR5,2730.0,Wonderland south of Farrah NB - #2730,,42.985342,-81.293364,,,,,,0
KINGRIC1,2735.0,King at Richmond EB - #2735,,42.982543,-81.2488,,,,,,0
KINGTALB,2736.0,King at Talbot EB - #2736,,42.981637,-81.252034,,,,,,0
QUEERIC1,2737.0,Queens at Richmond WB - #2737,,42.98525,-81.24965,,,,,,0
RICHKIN4,2740.0,Richmond at King SB - #2740,,42.982623,-81.249175,,,,,,0
RICHQUE1,2741.0,Richmond north of Queens SB - #2741,,42.985098,-81.250438,,,,,,0
RICHQUE2,2742.0,Richmond south of Queens SB - #2742,,42.984459,-81.250107,,,,,,0
RIDOYOR2,2743.0,Ridout at York NB - #2743,,42.980336,-81.252865,,,,,,0
WATEKINS,2744.0,Waterloo & King St SB - #2744,,42.984423,-81.241892,,,,,,0
SOUTSING,2748.0,Southdale at Singleton NS EB - #2748,,42.939259,-81.27664,,,,,,0
SOUTSPRI,2749.0,Southdale at Springmeadow EB - #2749,,42.939714,-81.270057,,,,,,0
WHARCAST,2751.0,Wharncliffe at Castle Rock SB - #2751,,42.932731,-81.266579,,,,,,0
WONDBRA3,2752.0,Wonderland at Bradley NS NB - #2752,,42.929391,-81.279073,,,,,,0
COMMAND1,2758.0,Commissioners at Andover EB - #2758,,42.956092,-81.274636,,,,,,0
COMMWES1,2759.0,Commissioners at West WB - #2759,,42.956494,-81.270401,,,,,,0
DALHBRI2,2760.0,Dalhousie at Brixham WB - #2760,,42.938928,-81.291187,,,,,,0
DALHMCM1,2761.0,Dalhousie south of McMaster SB - #2761,,42.940333,-81.28826,,,,,,0
KERNRID1,2762.0,Kernohan at Ridgewood Cres NB - #2762,,42.968108,-81.280591,,,,,,0
KERNSPR1,2763.0,Kernohan at Springbank Dr SB - #2763,,42.968954,-81.281168,,,,,,0
SOUTBAS1,2764.0,Southcrest at Base Line Rd WB - #2764,,42.963995,-81.280197,,,,,,0
SOUTBAS2,2765.0,Southcrest at Base Line EB - #2765,,42.963954,-81.279755,,,,,,0
SOUTGAR1,2766.0,Southcrest at Gardenwood Dr WB - #2766,,42.963886,-81.284769,,,,,,0
SOUTGAR2,2767.0,Southcrest east of Gardenwood EB - #2767,,42.96383,-81.28437,,,,,,0
SOUTPINE,2768.0,Southdale at Pine Valley EB - #2768,,42.938701,-81.283717,,,,,,0
SOUTSWCC,2769.0,Southdale at SW Community Centre EB - #2769,,42.938393,-81.288383,,,,,,0
TOPPCOM1,2770.0,Topping Lane at Commissioners NB - #2770,,42.955886,-81.283106,,,,,,0
BRADERN1,2790.0,Bradley west of Ernest WB - #2790,,42.934461,-81.236875,,,,,,0
BRADERN2,2791.0,Bradley west of Ernest 2 WB - #2791,,42.934504,-81.240483,,,,,,0
BRADJAL1,2792.0,Bradley at Jalna FS EB - West Leg - #2792,,42.933373,-81.243164,,,,,,0
BRADJAL2,2793.0,Bradley west of Jalna WB - East Leg - #2793,,42.934342,-81.228901,,,,,,0
BRADJAL3,2794.0,Bradley west of Jalna WB - West Leg - #2794,,42.93316,-81.244069,,,,,,0
COLBOXFO,2799.0,Colborne at Oxford NB - #2799,,42.998104,-81.245584,,,,,,0
COLBSJM1,2800.0,Colborne at St. James NB - #2800,,42.999516,-81.246304,,,,,,0
COLBSJM2,2801.0,Colborne at St. James SB - #2801,,42.999882,-81.246661,,,,,,0
COMMCAR1,2802.0,Commissioners at Carnegie EB - #2802,,42.95707,-81.252776,,,,,,0
COMMCAR2,2803.0,Commissioners at Carnegie WB - #2803,,42.957299,-81.25202,,,,,,0
COMMHIG2,2804.0,Commissioners at High EB - #2804,,42.957999,-81.234836,,,,,,0
COMMHIG3,2805.0,Commissioners at High WB - #2805,,42.958172,-81.235294,,,,,,0
COMMHIHE,2806.0,Commissioners at Highland Heights EB - #2806,,42.957504,-81.244155,,,,,,0
COMMHILD,2807.0,Commissioners at Highland WB - #2807,,42.95706,-81.258284,,,,,,0
COMMKIFD,2808.0,Commissioners at Kingsford WB - #2808,,42.958033,-81.238789,,,,,,0
COMMRIDO,2809.0,Commissioners at Ridout WB - #2809,,42.957808,-81.242128,,,,,,0
COMMUPP1,2810.0,Commissioners at Upper Queens FS EB - #2810,,42.95769,-81.240978,,,,,,0
COMMWEL1,2811.0,Commissioners at Wellington NS EB - #2811,,42.958113,-81.231224,,,,,,0
COMMWELL,2812.0,Commissioners at Wellington WB - #2812,,42.958353,-81.230904,,,,,,0
COMMWHA1,2813.0,Commissioners at Wharncliffe FS EB - #2813,,42.956738,-81.259968,,,,,,0
COMMWHA2,2814.0,Commissioners at Wharncliffe WB - #2814,,42.956915,-81.261072,,,,,,0
COMMWORT,2815.0,Commissioners at Wortley WB - #2815,,42.957617,-81.245721,,,,,,0
EXETBRE1,2820.0,Exeter at Breck FS 2 EB - #2820,,42.922879,-81.250712,,,,,,0
EXETBRE2,2821.0,Exeter at Breck NS WB - #2821,,42.922755,-81.25439,,,,,,0
EXETBREC,2822.0,Exeter at Breck FS 1 EB - #2822,,42.922582,-81.253885,,,,,,0
EXETMEA2,2823.0,Exeter at Meadowbrook NS WB - #2823,,42.922099,-81.262122,,,,,,0
EXETMEA3,2824.0,Exeter at Meadowbrook FS WB - #2824,,42.921669,-81.267691,,,,,,0
EXETMEA4,2825.0,Exeter at Meadowbrook FS 1 EB - #2825,,42.921557,-81.266372,,,,,,0
EXETMEA5,2826.0,Exeter at Meadowbrook FS 2 EB - #2826,,42.921883,-81.262239,,,,,,0
EXETWHIT,2827.0,Exeter at White Oak Road WB - #2827,,42.923078,-81.250843,,,,,,0
EXETWON1,2828.0,Exeter at Wonderland FS WB - #2828,,42.920822,-81.277777,,,,,,0
EXETWOND,2829.0,Exeter at Wonderland FS EB - #2829,,42.920771,-81.276599,,,,,,0
PONDOLD1,2864.0,Pond Mills at Oldham South Leg SB - #2864,,42.959338,-81.200146,,,,,,0
SOUTMONT,2878.0,Southdale at Montgomery WB - #2878,,42.943475,-81.227054,,,,,,0
WELLSDA4,2886.0,Wellington at Southdale NS 1 NB - #2886,,42.942949,-81.225455,,,,,,0
WELLSDA5,2887.0,Wellington at Southdale NS 3 NB - #2887,,42.942176,-81.225262,,,,,,0
WHARBAS3,2892.0,Wharncliffe at Base Line NS NB - #2892,,42.958709,-81.260758,,,,,,0
WHARRIV1,2896.0,Wharncliffe at Riverside NB - #2896,,42.98255,-81.26254,,,,,,0
WHARSAV1,2897.0,Wharncliffe at Savoy FS 2 SB - #2897,,42.914822,-81.288048,,,,,,0
WHITBRA1,2898.0,White Oak Road south of Bradley SB - #2898,,42.92971,-81.249489,,,,,,0
WHITBRAD,2899.0,White Oak Road at Bradley NS NB - #2899,,42.931339,-81.249597,,,,,,0
WHITDOW1,2900.0,White Oak Road at Dowell FS NB - #2900,,42.929483,-81.24918,,,,,,0
WHITDOW2,2901.0,White Oak Road at Dowell NS SB - #2901,,42.927813,-81.249048,,,,,,0
WHITDOWE,2902.0,White Oak Road at Dowell NS NB - #2902,,42.92739,-81.248689,,,,,,0
WHITEXE1,2903.0,White Oak Road at Exeter 2 NB - #2903,,42.925736,-81.248319,,,,,,0
WHITEXE2,2904.0,White Oak Road at Exeter NS 1 SB - #2904,,42.925574,-81.248498,,,,,,0
WHITEXE3,2905.0,White Oak Road at Exeter NS 2 SB - #2905,,42.923436,-81.248007,,,,,,0
WHITEXET,2906.0,White Oak Road at Exeter NB - #2906,,42.923652,-81.247821,,,,,,0
WELLBAS3,2911.0,Wellington at Baseline Rd FS NB - #2911,,42.962116,-81.230972,,,,,,0
PONDAIL2,2915.0,Pond Mills at Ailsa NB - #2915,,42.970579,-81.204727,,,,,,0
KINGWEL2,2916.0,King west of Wellington EB - #2916 ,,42.983595,-81.244957,,,,,,0
COLBGRE1,2917.0,Colborne at Grey NB - #2917,,42.979868,-81.236278,,,,,,0
COLBHOR1,2918.0,Colborne south of Horton NB - #2918,,42.981524,-81.237148,,,,,,0
COLBHOR2,2919.0,Colborne south of Horton SB - #2919,,42.981389,-81.237234,,,,,,0
WATEDUN1,2925.0,Waterloo south of Dundas NB - #2925,,42.98553,-81.242358,,,,,,0
WATEQUE1,2926.0,Waterloo at Queens NB - #2926,,42.987303,-81.243253,,,,,,0
WATEDUF1,2960.0,Waterloo south of Dufferin SB - #2960,,42.98787,-81.243694,,,,,,0
WHARMOR2,2961.0,Wharncliffe at Morgan NS SB - #2961 ,,42.928928,-81.271164,,,,,,0
BRADMIL1,2967.0,Bradley at Millbank EB - #2967,,42.93649,-81.20192,,,,,,0
BRADMIL2,2968.0,Bradley at Millbank WB - #2968,,42.93659,-81.20202,,,,,,0
KIEDTHOM,,King Edward at Thompson - #,,42.969475,-81.212779,,,,,,0
SDALNIXO,,Southdale at Nixon - #,,42.942508,-81.236577,,,,,,0
PROUOXFO,,Proudfoot at Oxford - #,,42.985155,-81.288054,,,,,,0
EXEWONDE,,Exeter & Wonderland - #,,42.920807,-81.277187,,,,,,0
